,junction_id,junction_type,x,y,z,isRoundabout,trafficlight_count,avg_lane_speed,lane_speeds_std_deviation,avg_lane_length,lane_length_standard_deviation,edge_types,edge_prioities,number_of_lanes,intl_avg_lane_speed,intl_lane_speeds_std_deviation,intl_avg_lane_length,intl_lane_length_standard_deviation,intl_edge_types,intl_edge_prioities,intl_number_of_lanes,clusters_maxabs_3dimensions,clusters_robust_3dimensions,clusters_combined_3dimensions,clusters_combined_robust_3dimensions
0,1069892408,traffic_light,15648.06,25463.33,,False,"[2, '1069892408', [['276909180', '208322030', '1069892408', 's', 'o'], ['276909180', '13085019', '1069892408', 's', 'o']]]",13.89,0.0,1386.28,0.0,"['highway.secondary', 'highway.secondary']",7.0,2,0,0,0,0,,0,0,4,2,7,0
1,1078684116,traffic_light,10903.98,17164.84,,False,"[2, '1078684116', [['6273360#0', '203932269#1', '1078684116', 's', 'o'], ['6273360#0', '6273360#2', '1078684116', 's', 'o']]]",13.89,0.0,100.47,0.0,['highway.tertiary'],6.0,1,0,0,0,0,,0,0,2,3,1,0
2,1078684132,traffic_light,10894.87,17145.52,,False,"[2, 'GS_1078684132', [['203932268#1', '204049629#2', 'GS_1078684132', 's', 'o'], ['204049629#0', '204049629#2', 'GS_1078684132', 's', 'o']]]",13.89,0.0,15.205,2.505,"['highway.tertiary_link', 'highway.tertiary']",5.5,2,0,0,0,0,,0,0,2,3,1,0
3,10929961,traffic_light,12528.47,14510.88,,False,"[18, '10929961', [['-36590980', '-26155687#1', '10929961', 'r', 'o'], ['-36590980', '-30767370#2', '10929961', 's', 'o'], ['-36590980', '-30767370#2', '10929961', 's', 'o'], ['-36590980', '8759465#0', '10929961', 'l', 'o'], ['-36590980', '36590980', '10929961', 't', 'o'], ['-8759465#0', '36590980', '10929961', 'r', 'o'], ['-8759465#0', '-26155687#1', '10929961', 's', 'o'], ['-8759465#0', '-30767370#2', '10929961', 'l', 'o'], ['-8759465#0', '8759465#0', '10929961', 't', 'o'], ['26155687#1', '-30767370#2', '10929961', 'r', 'o'], ['26155687#1', '8759465#0', '10929961', 's', 'o'], ['26155687#1', '36590980', '10929961', 'l', 'o'], ['26155687#1', '-26155687#1', '10929961', 't', 'o'], ['30767370#2', '8759465#0', '10929961', 'r', 'o'], ['30767370#2', '36590980', '10929961', 's', 'o'], ['30767370#2', '36590980', '10929961', 's', 'o'], ['30767370#2', '-26155687#1', '10929961', 'l', 'o'], ['30767370#2', '-30767370#2', '10929961', 't', 'o']]]",13.89,0.0,114.3625,22.2635311384,"['highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary']",7.0,8,0,0,0,0,,0,0,4,3,3,0
4,10989051,traffic_light,12712.39,14081.06,,False,"[3, 'GS_10989051', [['2832027#1', '313981598#0', 'GS_10989051', 'r', 'o'], ['313981599#0', '313981598#0', 'GS_10989051', 's', 'o'], ['313981599#0', '313981598#0', 'GS_10989051', 's', 'o']]]",12.0366666667,2.6210091356,56.96,25.6821182927,"['highway.primary', 'highway.primary', 'highway.residential']",7.33333333333,3,0,0,0,0,,0,0,3,0,7,0
5,112113814,traffic_light,13964.47,31302.37,,False,"[11, '112113814', [['-12353234#0', '24940118', '112113814', 'r', 'o'], ['-12353234#0', '-13767082#6', '112113814', 'l', 'o'], ['-12353234#0', '5415096#0', '112113814', 't', 'o'], ['-24940120#3', '-13767082#6', '112113814', 's', 'o'], ['-24940120#3', '-13767082#6', '112113814', 's', 'o'], ['-24940120#3', '5415096#0', '112113814', 'l', 'o'], ['-24940120#3', '24940118', '112113814', 't', 'o'], ['13767082#5', '5415096#0', '112113814', 'r', 'o'], ['13767082#5', '24940118', '112113814', 's', 'o'], ['13767082#5', '24940118', '112113814', 's', 'o'], ['13767082#5', '-13767082#6', '112113814', 't', 'o']]]",13.89,0.0,367.363333333,208.379004754,"['highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary']",7.0,6,0,0,0,0,,0,0,4,3,4,0
6,1142037884,traffic_light,12904.41,13853.46,,False,"[3, 'GS_1142037884', [['129833340#2', '129833341#0', 'GS_1142037884', 's', 'o'], ['129833340#2', '129833341#0', 'GS_1142037884', 's', 'o'], ['98715988#0', '129833341#0', 'GS_1142037884', 'l', 'o']]]",13.89,0.0,26.0666666667,7.06163972145,"['highway.secondary', 'highway.secondary', 'highway.secondary_link']",6.66666666667,3,0,0,0,0,,0,0,4,3,1,0
7,116055816,traffic_light,26013.58,1482.99,,False,"[9, 'GS_116055816', [['-12701808#8', '-93902397#1', 'GS_116055816', 'r', 'o'], ['-12701808#8', '-12701808#6', 'GS_116055816', 's', 'o'], ['-12701808#8', '12701808#7', 'GS_116055816', 't', 'o'], ['12701808#4', '12701808#7', 'GS_116055816', 's', 'o'], ['12701808#4', '-93902397#1', 'GS_116055816', 'l', 'o'], ['12701808#4', '-12701808#6', 'GS_116055816', 't', 'o'], ['93902397#0', '-12701808#6', 'GS_116055816', 'r', 'o'], ['93902397#0', '12701808#7', 'GS_116055816', 'l', 'o'], ['93902397#0', '-93902397#1', 'GS_116055816', 't', 'o']]]",8.33,0.0,70.0966666667,36.9294682093,"['highway.residential', 'highway.residential', 'highway.residential']",4.0,3,0,0,0,0,,0,0,5,0,11,0
8,116066334,traffic_light,25100.05,1445.36,,False,"[9, '116066334', [['-96816919#3', '-96816919#2', '116066334', 's', 'o'], ['-96816919#3', '-12702483#4', '116066334', 'l', 'o'], ['-96816919#3', '96816919#3', '116066334', 't', 'o'], ['12702483#2', '96816919#3', '116066334', 'r', 'o'], ['12702483#2', '-96816919#2', '116066334', 'l', 'o'], ['12702483#2', '-12702483#4', '116066334', 't', 'o'], ['96816919#0', '-12702483#4', '116066334', 'r', 'o'], ['96816919#0', '96816919#3', '116066334', 's', 'o'], ['96816919#0', '-96816919#2', '116066334', 't', 'o']]]",12.0366666667,2.6210091356,104.16,55.853141362,"['highway.residential', 'highway.primary', 'highway.primary']",7.33333333333,3,0,0,0,0,,0,0,3,0,12,0
9,116066493,traffic_light,25166.88,1398.3,,False,"[6, '116066493', [['-96816919#2', '28361049#0', '116066493', 'r', 'o'], ['-96816919#2', '-42555127#1', '116066493', 's', 'o'], ['-96816919#2', '96816919#0', '116066493', 't', 'o'], ['42555127#0', '96816919#0', '116066493', 's', 'o'], ['42555127#0', '28361049#0', '116066493', 'l', 'o'], ['42555127#0', '-42555127#1', '116066493', 't', 'o']]]",13.89,0.0,142.045,60.295,"['highway.primary', 'highway.primary']",9.0,2,0,0,0,0,,0,0,6,3,8,0
10,116066994,traffic_light,25330.06,1278.67,,False,"[9, '116066994', [['-42555127#1', '-93474699#4', '116066994', 's', 'o'], ['-42555127#1', '-50536128#3', '116066994', 'l', 'o'], ['-42555127#1', '42555127#0', '116066994', 't', 'o'], ['50536128#0', '42555127#0', '116066994', 'r', 'o'], ['50536128#0', '-93474699#4', '116066994', 'l', 'o'], ['50536128#0', '-50536128#3', '116066994', 't', 'o'], ['93474699#0', '-50536128#3', '116066994', 'r', 'o'], ['93474699#0', '42555127#0', '116066994', 's', 'o'], ['93474699#0', '-93474699#4', '116066994', 't', 'o']]]",12.0366666667,2.6210091356,198.55,31.4718615062,"['highway.residential', 'highway.primary', 'highway.primary']",7.33333333333,3,0,0,0,0,,0,0,3,0,7,0
11,116071536,traffic_light,25008.23,1537.81,,False,"[9, '116071536', [['-23881707#1', '96816919#5', '116071536', 'r', 'o'], ['-23881707#1', '-96816919#4', '116071536', 'l', 'o'], ['-23881707#1', '23881707#0', '116071536', 't', 'o'], ['-96816919#6', '-96816919#4', '116071536', 's', 'o'], ['-96816919#6', '23881707#0', '116071536', 'l', 'o'], ['-96816919#6', '96816919#5', '116071536', 't', 'o'], ['96816919#4', '23881707#0', '116071536', 'r', 'o'], ['96816919#4', '96816919#5', '116071536', 's', 'o'], ['96816919#4', '-96816919#4', '116071536', 't', 'o']]]",12.0366666667,2.6210091356,138.876666667,41.3390939534,"['highway.residential', 'highway.primary', 'highway.primary']",7.33333333333,3,0,0,0,0,,0,0,3,0,7,0
12,116074556,traffic_light,24774.08,2136.1,,False,"[9, 'GS_116074556', [['-12703113#11', '12703310#0', 'GS_116074556', 'r', 'o'], ['-12703113#11', '-12703113#8', 'GS_116074556', 's', 'o'], ['-12703113#11', '12703113#9', 'GS_116074556', 't', 'o'], ['-12703310#3', '-12703113#8', 'GS_116074556', 'r', 'o'], ['-12703310#3', '12703113#9', 'GS_116074556', 'l', 'o'], ['-12703310#3', '12703310#0', 'GS_116074556', 't', 'o'], ['12703113#7', '12703113#9', 'GS_116074556', 's', 'o'], ['12703113#7', '12703310#0', 'GS_116074556', 'l', 'o'], ['12703113#7', '-12703113#8', 'GS_116074556', 't', 'o']]]",8.33,0.0,102.686666667,70.0101498991,"['highway.residential', 'highway.residential', 'highway.residential']",4.0,3,0,0,0,0,,0,0,5,0,4,0
13,1195819874,traffic_light,5190.59,1923.13,,False,"[2, 'GS_1195819874', [['103568355#0', '29493932#2', 'GS_1195819874', 's', 'o'], ['29493932#0', '29493932#2', 'GS_1195819874', 's', 'o']]]",13.89,0.0,40.855,15.005,"['highway.unclassified', 'highway.unclassified']",5.0,2,0,0,0,0,,0,0,9,3,22,0
14,1202325182,traffic_light,31012.17,31184.28,,False,"[2, 'GS_1202325182', [['104203571#0', '104203571#2', 'GS_1202325182', 'l', 'o'], ['104203572#0', '104203571#2', 'GS_1202325182', 's', 'o']]]",8.33,0.0,15.955,4.475,"['highway.residential', 'highway.residential']",4.0,2,0,0,0,0,,0,0,5,0,7,0
15,1218835384,traffic_light,25277.8,7248.58,,False,"[1, '1218835384', [['34202574+83711702', '79812624#1', '1218835384', 's', 'o']]]",13.89,0.0,205.23,0.0,"[None, None]",5.0,2,0,0,0,0,,0,0,9,3,4,0
16,1231163469,traffic_light,3805.2,1414.67,,False,"[3, 'GS_1231163469', [['44952612#1', '169389140', 'GS_1231163469', 's', 'o'], ['97730032#0', '169389143#0', 'GS_1231163469', 'l', 'o']]]",19.44,0.0,325.795,23.835,"['highway.primary', 'highway.primary_link']",8.5,2,0,0,0,0,,0,0,6,2,4,0
17,1235190271,traffic_light,17893.54,17609.17,,False,"[9, '1235190271', [['-132526595#3', '-127833692#5', '1235190271', 's', 'o'], ['-132526595#3', '-23943542#1', '1235190271', 'l', 'o'], ['-132526595#3', '132526595#0', '1235190271', 't', 'o'], ['127833692#0', '-23943542#1', '1235190271', 'r', 'o'], ['127833692#0', '132526595#0', '1235190271', 's', 'o'], ['127833692#0', '-127833692#5', '1235190271', 't', 'o'], ['23943542#0', '132526595#0', '1235190271', 'r', 'o'], ['23943542#0', '-127833692#5', '1235190271', 'l', 'o'], ['23943542#0', '-23943542#1', '1235190271', 't', 'o']]]",12.5,2.40755062252,299.795,110.55470241,"['highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.residential']",6.25,4,0,0,0,0,,0,0,1,0,3,0
18,1238704,traffic_light,12814.51,14924.25,,False,"[9, '1238704', [['-151060324#7', '-151060324#6', '1238704', 's', 'o'], ['-151060324#7', '57107410#2', '1238704', 'l', 'o'], ['-151060324#7', '151060324#7', '1238704', 't', 'o'], ['151060324#6', '57107410#2', '1238704', 'r', 'o'], ['151060324#6', '151060324#7', '1238704', 's', 'o'], ['151060324#6', '-151060324#6', '1238704', 't', 'o'], ['57107410#1', '-151060324#6', '1238704', 'r', 'o'], ['57107410#1', '57107410#2', '1238704', 's', 'o'], ['57107410#1', '151060324#7', '1238704', 'l', 'o']]]",13.89,0.0,151.023333333,25.0458796789,"['highway.residential', 'highway.residential', 'highway.tertiary']",4.66666666667,3,0,0,0,0,,0,0,8,3,4,0
19,1244629301,traffic_light,12279.21,31815.23,,False,"[2, 'GS_1244629301', [['108484303#0', '5412816#2', 'GS_1244629301', 's', 'o'], ['5412816#0', '5412816#2', 'GS_1244629301', 's', 'o']]]",16.67,0.0,37.53,6.39,"['highway.motorway_link', 'highway.motorway_link']",12.0,2,0,0,0,0,,0,0,9,1,11,0
20,126210510,traffic_light,20964.91,24817.72,,False,"[11, '126210510', [['-24148387#2', '156720595', '126210510', 'r', 'o'], ['-24148387#2', '-159519793', '126210510', 's', 'o'], ['-24148387#2', '-159519793', '126210510', 's', 'o'], ['-24148387#2', '24148387#0', '126210510', 't', 'o'], ['156720603#1', '24148387#0', '126210510', 'r', 'o'], ['156720603#1', '156720595', '126210510', 's', 'o'], ['156720603#1', '-159519793', '126210510', 'l', 'o'], ['159519793', '24148387#0', '126210510', 's', 'o'], ['159519793', '24148387#0', '126210510', 's', 'o'], ['159519793', '156720595', '126210510', 'l', 'o'], ['159519793', '-159519793', '126210510', 't', 'o']]]",13.89,0.0,31.49,16.6128885708,"['highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary']",7.0,6,0,0,0,0,,0,0,4,3,4,0
21,1268736668,traffic_light,19869.92,23570.6,,True,"[3, 'GS_1268736668', [['-26996429#2', '111345512#4', 'GS_1268736668', 'r', 'o'], ['111345512#2', '26996429#0', 'GS_1268736668', 'r', 'o'], ['111345512#2', '111345512#4', 'GS_1268736668', 's', 'o']]]",11.11,2.78,38.06,23.65,"['highway.residential', 'highway.residential']",4.0,2,0,0,0,0,,0,0,5,0,18,0
22,1281903741,traffic_light,29812.69,9330.26,,True,"[3, 'GS_1281903741', [['112871878#1', '32568169#0', 'GS_1281903741', 'r', 'o'], ['112871878#1', '112871878#3', 'GS_1281903741', 's', 'o'], ['118855796#0', '112871878#3', 'GS_1281903741', 'r', 'o']]]",13.89,0.0,84.22,62.68,"['highway.residential', 'highway.residential']",4.0,2,0,0,0,0,,0,0,5,3,4,0
23,128249810,traffic_light,16464.04,24641.45,,True,"[2, 'GS_128249810', [['13787454#0', '27201371', 'GS_128249810', 's', 'o'], ['90045440#2', '27201371', 'GS_128249810', 's', 'o']]]",8.33,0.0,31.44,8.09,"['highway.secondary', 'highway.secondary']",7.0,2,0,0,0,0,,0,0,4,0,4,0
24,12950731,traffic_light,12397.48,14257.83,,False,"[2, 'GS_12950731', [['2837877', '218408984#1', 'GS_12950731', 'r', 'o'], ['4672003#1', '218408984#1', 'GS_12950731', 's', 'o']]]",8.33,0.0,138.03,72.11,"['highway.residential', 'highway.residential']",4.0,2,0,0,0,0,,0,0,5,0,8,0
25,1300073519,traffic_light,15711.28,13842.64,,False,"[8, 'GS_1300073519', [['114870966#0', '158695463#0', 'GS_1300073519', 'l', 'o'], ['114870966#0', '158695463#0', 'GS_1300073519', 'l', 'o'], ['114870966#0', '158695463#0', 'GS_1300073519', 'l', 'o'], ['61463137#0', '158695463#0', 'GS_1300073519', 's', 'o'], ['61463137#0', '158695463#0', 'GS_1300073519', 's', 'o'], ['61463137#0', '158695463#0', 'GS_1300073519', 's', 'o'], ['61463137#0', '158695463#0', 'GS_1300073519', 's', 'o'], ['61463137#0', '158695463#0', 'GS_1300073519', 's', 'o']]]",13.89,0.0,69.2766666667,13.7592716215,"['highway.trunk', 'highway.trunk', 'highway.trunk', 'highway.trunk', 'highway.trunk', 'highway.primary_link']",10.5,6,0,0,0,0,,0,0,9,3,4,0
26,1307661039,traffic_light,14053.1,13736.36,,False,"[4, 'GS_1307661039', [['245991949#0', '301750520#1', 'GS_1307661039', 'l', 'o'], ['245991949#0', '301750520#1', 'GS_1307661039', 'l', 'o']]]",13.89,0.0,38.84,0.0,"['highway.residential', 'highway.residential']",4.0,2,0,0,0,0,,0,0,5,3,7,0
27,1328385544,traffic_light,10945.69,24013.99,,False,"[3, 'GS_1328385544', [['119446096#0', '165765860#0', 'GS_1328385544', 's', 'o'], ['215566794#0', '165765860#0', 'GS_1328385544', 's', 'o'], ['215566794#0', '165765860#0', 'GS_1328385544', 's', 'o']]]",13.89,0.0,31.6133333333,2.18260293126,"['highway.primary_link', 'highway.primary', 'highway.primary']",8.66666666667,3,0,0,0,0,,0,0,6,3,8,0
28,1328385548,traffic_light,10962.02,24060.5,,False,"[2, 'GS_1328385548', [['118025493#0', '215566799#2', 'GS_1328385548', 's', 'o'], ['215566799#0', '215566799#2', 'GS_1328385548', 's', 'o']]]",16.665,2.775,34.805,1.015,"['highway.primary_link', 'highway.primary']",8.5,2,0,0,0,0,,0,0,6,1,8,0
29,1333766911,traffic_light,26257.5,15252.18,,False,"[2, 'GS_1333766911', [['135013194#0', '135013194#2', 'GS_1333766911', 's', 'o'], ['135013200#0', '135013194#2', 'GS_1333766911', 's', 'o']]]",15.28,1.39,42.225,17.255,"['highway.primary_link', 'highway.unclassified']",6.5,2,0,0,0,0,,0,0,9,1,16,0
30,1337788722,traffic_light,17330.31,26941.28,,False,"[2, 'GS_1337788722', [['175815740', '304464994', 'GS_1337788722', 's', 'o']]]",13.89,0.0,34.15,0.0,['highway.trunk_link'],10.0,1,0,0,0,0,,0,0,9,3,2,0
31,1352605,traffic_light,12803.41,13326.38,,False,"[7, '1352605', [['4391134#1', '31694310', '1352605', 'r', 'o'], ['4391134#1', '37331980#0', '1352605', 's', 'o'], ['4391134#1', '37331980#0', '1352605', 's', 'o']]]",13.89,0.0,52.2,0.0,"['highway.primary', 'highway.primary']",9.0,2,0,0,0,0,,0,0,6,3,12,0
32,1352608,traffic_light,13107.02,13765.48,,False,"[12, '1352608', [['-8225101', '-8096211#2', '1352608', 'r', 'o'], ['-8225101', '-154755102#3', '1352608', 's', 'o'], ['-8225101', '26519352#0', '1352608', 'l', 'o'], ['-8225101', '27598888#0', '1352608', 't', 'o'], ['154755102#0', '26519352#0', '1352608', 'r', 'o'], ['154755102#0', '27598888#0', '1352608', 's', 'o'], ['154755102#0', '-8096211#2', '1352608', 'l', 'o'], ['154755102#0', '-154755102#3', '1352608', 't', 'o'], ['8096211#0', '-154755102#3', '1352608', 'r', 'o'], ['8096211#0', '26519352#0', '1352608', 's', 'o'], ['8096211#0', '27598888#0', '1352608', 'l', 'o'], ['8096211#0', '-8096211#2', '1352608', 't', 'o']]]",13.89,0.0,88.0133333333,39.1264959955,"['highway.residential', 'highway.residential', 'highway.residential']",4.0,3,0,0,0,0,,0,0,5,3,2,0
33,1354864,traffic_light,12935.12,13849.69,,False,"[3, 'GS_1354864', [['129861628#0', '129833340#2', 'GS_1354864', 'r', 'o'], ['50629722', '129833340#2', 'GS_1354864', 's', 'o'], ['50629722', '129833340#2', 'GS_1354864', 's', 'o']]]",13.89,0.0,116.993333333,6.9107902748,"['highway.residential', 'highway.secondary', 'highway.secondary']",6.0,3,0,0,0,0,,0,0,1,3,7,0
34,1363623463,traffic_light,14085.74,12275.92,,False,"[4, 'GS_1363623463', [['-154511599#3', '35029563', 'GS_1363623463', 'r', 'o'], ['-154511599#3', '154511599#0', 'GS_1363623463', 't', 'o'], ['23013699#3', '154511599#0', 'GS_1363623463', 's', 'o'], ['23013699#3', '35029563', 'GS_1363623463', 'l', 'o']]]",13.89,0.0,118.425,21.645,"['highway.residential', 'highway.residential']",4.0,2,0,0,0,0,,0,0,5,3,1,0
35,136984067,traffic_light,20084.76,20982.61,,False,"[11, '136984067', [['-287871260', '-244391956#3', '136984067', 's', 'o'], ['-287871260', '-244391956#3', '136984067', 's', 'o'], ['-287871260', '8437626#0', '136984067', 'l', 'o'], ['-287871260', '287871260', '136984067', 't', 'o'], ['-8437626#4', '287871260', '136984067', 'r', 'o'], ['-8437626#4', '-244391956#3', '136984067', 'l', 'o'], ['-8437626#4', '8437626#0', '136984067', 't', 'o'], ['244391956#3', '8437626#0', '136984067', 'r', 'o'], ['244391956#3', '287871260', '136984067', 's', 'o'], ['244391956#3', '287871260', '136984067', 's', 'o'], ['244391956#3', '-244391956#3', '136984067', 't', 'o']]]",13.89,0.0,127.426666667,73.1789570543,"['highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary']",7.0,6,0,0,0,0,,0,0,4,3,4,0
36,1374936578,traffic_light,18007.34,15594.85,,False,"[3, 'GS_1374936578', [['205988341#0', '205988341#2', 'GS_1374936578', 's', 'o'], ['205988341#0', '205988341#2', 'GS_1374936578', 's', 'o'], ['48995678#0', '205988341#2', 'GS_1374936578', 's', 'o']]]",13.89,0.0,30.3933333333,0.273414622059,"['highway.unclassified', 'highway.primary', 'highway.primary']",7.66666666667,3,0,0,0,0,,0,0,6,3,1,0
37,1383976424,traffic_light,8355.19,14182.82,,False,"[3, '1383976424', [['99716478#2', '31254309#1', '1383976424', 's', 'o'], ['99716478#2', '31254309#1', '1383976424', 's', 'o'], ['99716478#2', '244696428#0', '1383976424', 'l', 'o']]]",13.89,0.0,452.38,0.0,"['highway.primary', 'highway.primary']",9.0,2,0,0,0,0,,0,0,6,3,2,0
38,1406200,traffic_light,13674.12,14398.31,,False,"[3, 'GS_1406200', [['159281728#0', '252773097#0', 'GS_1406200', 's', 'o'], ['159281728#0', '252773097#0', 'GS_1406200', 's', 'o'], ['51348111#0', '252773097#0', 'GS_1406200', 's', 'o']]]",13.89,0.0,37.5766666667,2.90385184807,"['highway.secondary_link', 'highway.secondary_link', 'highway.secondary_link']",6.0,3,0,0,0,0,,0,0,9,3,7,0
39,1410840899,traffic_light,16813.34,6419.86,,False,"[4, 'GS_1410840899', [['61733075#0', '61733075#2', 'GS_1410840899', 's', 'o'], ['61733075#0', '61733075#2', 'GS_1410840899', 's', 'o']]]",13.89,0.0,37.16,0.0,"['highway.secondary', 'highway.secondary']",7.0,2,0,0,0,0,,0,0,4,3,8,0
40,1423308413,traffic_light,17085.4,6964.28,,False,"[4, 'GS_1423308413', [['-128916120#2', '128916121#5', 'GS_1423308413', 'r', 'o'], ['-128916120#2', '128916120#0', 'GS_1423308413', 't', 'o']]]",13.89,0.0,209.56,0.0,['highway.tertiary'],6.0,1,0,0,0,0,,0,0,2,3,3,0
41,1423308432,traffic_light,17084.32,6946.85,,False,"[4, 'GS_1423308432', [['128916121#5', '-99295049#5', 'GS_1423308432', 'r', 'o'], ['99295049#4', '-99295049#5', 'GS_1423308432', 't', 'o']]]",13.89,0.0,41.195,17.915,"['highway.tertiary', 'highway.tertiary']",6.0,2,0,0,0,0,,0,0,2,3,7,0
42,1431777747,traffic_light,12693.1,13920.47,,False,"[3, 'GS_1431777747', [['129833348#0', '150039002#2', 'GS_1431777747', 'r', 'o'], ['150039002#0', '150039002#2', 'GS_1431777747', 's', 'o'], ['150039002#0', '150039002#2', 'GS_1431777747', 's', 'o']]]",13.89,0.0,28.0633333333,21.9391663976,"['highway.secondary', 'highway.primary', 'highway.primary']",8.33333333333,3,0,0,0,0,,0,0,0,3,3,0
43,143393761,traffic_light,17956.75,16719.07,,False,"[14, '143393761', [['-14562995#2', '-134892781#1', '143393761', 'r', 'o'], ['-14562995#2', '116081931#0', '143393761', 's', 'o'], ['-14562995#2', '31797298', '143393761', 'l', 'o'], ['-14562995#2', '14562995#0', '143393761', 't', 'o'], ['-31797298', '14562995#0', '143393761', 'r', 'o'], ['-31797298', '-134892781#1', '143393761', 's', 'o'], ['-31797298', '-134892781#1', '143393761', 's', 'o'], ['-31797298', '116081931#0', '143393761', 'l', 'o'], ['-31797298', '31797298', '143393761', 't', 'o'], ['154546803#1', '116081931#0', '143393761', 'r', 'o'], ['154546803#1', '31797298', '143393761', 's', 'o'], ['154546803#1', '31797298', '143393761', 's', 'o'], ['154546803#1', '14562995#0', '143393761', 'l', 'o'], ['154546803#1', '-134892781#1', '143393761', 't', 'o']]]",12.778,2.224,163.842,58.928382771,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.residential']",8.0,5,0,0,0,0,,0,0,3,0,0,0
44,143500528,traffic_light,17958.02,15960.94,,False,"[17, '143500528', [['-14567595#2', '-331032365', '143500528', 'r', 'o'], ['-14567595#2', '-14567595#1', '143500528', 's', 'o'], ['-14567595#2', '292052843', '143500528', 'l', 'o'], ['-14567595#2', '14567595#2', '143500528', 't', 'o'], ['-292052843', '14567595#2', '143500528', 'r', 'o'], ['-292052843', '-331032365', '143500528', 's', 'o'], ['-292052843', '-14567595#1', '143500528', 'l', 'o'], ['-292052843', '292052843', '143500528', 't', 'o'], ['14567595#0', '292052843', '143500528', 'r', 'o'], ['14567595#0', '14567595#2', '143500528', 's', 'o'], ['14567595#0', '-331032365', '143500528', 'l', 'o'], ['14567595#0', '-14567595#1', '143500528', 't', 'o'], ['292052842', '-14567595#1', '143500528', 'r', 'o'], ['292052842', '292052843', '143500528', 's', 'o'], ['292052842', '292052843', '143500528', 's', 'o'], ['292052842', '14567595#2', '143500528', 'l', 'o'], ['292052842', '-331032365', '143500528', 't', 'o']]]",11.666,2.72383259397,124.106,39.3290170739,"['highway.residential', 'highway.primary', 'highway.residential', 'highway.primary', 'highway.primary']",7.0,5,0,0,0,0,,0,0,3,0,8,0
45,1446058758,traffic_light,16528.19,14111.92,,False,"[18, '1446058758', [['-131382643#1', '-226991210#1', '1446058758', 'r', 'o'], ['-131382643#1', '-338407179#1', '1446058758', 's', 'o'], ['-131382643#1', '-338407179#1', '1446058758', 's', 'o'], ['-131382643#1', '176886893#0', '1446058758', 'l', 'o'], ['-131382643#1', '131382643#0', '1446058758', 't', 'o'], ['-176886893#1', '131382643#0', '1446058758', 'r', 'o'], ['-176886893#1', '-226991210#1', '1446058758', 's', 'o'], ['-176886893#1', '-338407179#1', '1446058758', 'l', 'o'], ['-176886893#1', '176886893#0', '1446058758', 't', 'o'], ['226991210#0', '-338407179#1', '1446058758', 'r', 'o'], ['226991210#0', '176886893#0', '1446058758', 's', 'o'], ['226991210#0', '131382643#0', '1446058758', 'l', 'o'], ['226991210#0', '-226991210#1', '1446058758', 't', 'o'], ['37131472#0', '176886893#0', '1446058758', 'r', 'o'], ['37131472#0', '131382643#0', '1446058758', 's', 'o'], ['37131472#0', '131382643#0', '1446058758', 's', 'o'], ['37131472#0', '-226991210#1', '1446058758', 'l', 'o'], ['37131472#0', '-338407179#1', '1446058758', 't', 'o']]]",13.89,0.0,101.291666667,94.1618807191,"['highway.unclassified', 'highway.primary', 'highway.primary', 'highway.unclassified', 'highway.primary', 'highway.primary']",7.66666666667,6,0,0,0,0,,0,0,6,3,4,0
46,1456574967,traffic_light,15395.34,13593.96,,False,"[4, '1456574967', [['132405219#4', '210469109#2', '1456574967', 'r', 'o'], ['132405219#4', '-132405219#4', '1456574967', 't', 'o'], ['210469109#1', '-132405219#4', '1456574967', 'r', 'o'], ['210469109#1', '210469109#2', '1456574967', 's', 'o']]]",13.89,0.0,77.225,8.255,"['highway.residential', 'highway.secondary']",5.5,2,0,0,0,0,,0,0,1,3,1,0
47,1456575149,traffic_light,15695.28,13965.24,,False,"[6, 'GS_1456575149', [['132405330#0', '132405275', 'GS_1456575149', 's', 'o'], ['132405330#0', '132405275', 'GS_1456575149', 's', 'o'], ['132405374#1', '132405275', 'GS_1456575149', 's', 'o'], ['132405374#1', '132405275', 'GS_1456575149', 's', 'o'], ['132405374#1', '132405275', 'GS_1456575149', 's', 'o'], ['132405374#1', '132405275', 'GS_1456575149', 's', 'o']]]",13.89,0.0,37.43,3.32,"['highway.secondary_link', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary']",8.4,5,0,0,0,0,,0,0,6,3,8,0
