-10130,traffic_light,4963.99,7633.72,,False,"[[['-31940#4', '-32776#2', '-10130', 'l', 'o']], [['-31940#4', '-32776#2', '-10130', 'l', 'o']], [['-31940#4', '-32776#2', '-10130', 'l', 'o']], [['--32776#2', '-31940#5', '-10130', 'l', 'o']], [['--32776#2', '-31940#5', '-10130', 'l', 'o']], [['--31940#5', '--32776#1', '-10130', 'l', 'o']], [['--31940#5', '--32776#1', '-10130', 'l', 'o']], [['--31940#5', '--32776#1', '-10130', 'l', 'o']], [['-32776#1', '--31940#4', '-10130', 'l', 'o']], [['-32776#1', '--31940#4', '-10130', 'l', 'o']]]",13.890000000000001,0.0,208.67000000000002,63.615464000508567,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.tertiary', 'highway.tertiary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.tertiary', 'highway.tertiary']",7.7999999999999998,10,[],13.890000000000001,0.0,19.793749999999999,7.2697772275015415,,-1,16
-10156,traffic_light,2484.93,7968.89,,False,"[[['--32878#2', '--31046#1', '-10156', 'l', 'o']], [['--32878#2', '--31046#1', '-10156', 'l', 'o']], [['-31046#1', '--32878#1', '-10156', 'l', 'o']], [['-32878#1', '-32878#2', '-10156', 's', 'o']], [['-32878#1', '-32878#2', '-10156', 's', 'o']]]",13.890000000000001,0.0,79.004000000000005,11.67723357649405,"['highway.secondary', 'highway.secondary', 'highway.residential', 'highway.secondary', 'highway.secondary']",6.4000000000000004,5,[],13.890000000000001,0.0,8.8812499999999979,2.5010919490294632,,-1,8
-10160,traffic_light,11174.53,7921.24,,False,"[[['--30856#15', '--31628', '-10160', 'l', 'o']], [['--30856#15', '--31628', '-10160', 'l', 'o']], [['--30856#15', '--31628', '-10160', 'l', 'o']], [['-31628', '--30856#14', '-10160', 'l', 'o']], [['-31628', '--30856#14', '-10160', 'l', 'o']], [['-31628', '--30856#14', '-10160', 'l', 'o']], [['-30856#14', '-30856#15', '-10160', 's', 'o']], [['-30856#14', '-30856#15', '-10160', 's', 'o']], [['-30856#14', '-30856#15', '-10160', 's', 'o']]]",14.81666666666667,1.3105045677990688,369.80333333333334,197.29319794548306,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary']",9.0,9,[],14.584999999999999,0.6949999999999994,21.498333333333335,6.8360098416807125,,-1,12
-10258,traffic_light,7933.18,5747.55,,False,"[[['--31388#4', '--32964#3', '-10258', 'l', 'o']], [['-32964#3', '--31388#3', '-10258', 'l', 'o']], [['-32964#3', '--31388#3', '-10258', 'l', 'o']], [['-31388#3', '-32964#4', '-10258', 'l', 'o']], [['--32964#4', '-31388#4', '-10258', 'l', 'o']], [['--32964#4', '-31388#4', '-10258', 'l', 'o']]]",13.890000000000001,0.0,125.55000000000001,35.958812549916047,"['highway.residential', 'highway.tertiary', 'highway.tertiary', 'highway.residential', 'highway.tertiary', 'highway.tertiary']",5.333333333333333,6,[],13.889999999999999,1.7763568394002505e-15,10.075714285714287,3.7956304093103737,,-1,14
-10438,traffic_light,6815.43,6883.31,,False,"[[['--32750#12', '--32750#11', '-10438', 's', 'o']], [['--32750#12', '--32750#11', '-10438', 's', 'o']], [['--32750#12', '--32750#11', '-10438', 's', 'o']], [['-30644#0', '--32750#11', '-10438', 'l', 'o']], [['-30644#0', '--32750#11', '-10438', 'l', 'o']], [['-32750#11', '-30644#1', '-10438', 'l', 'o']], [['-32750#11', '-30644#1', '-10438', 'l', 'o']], [['-32750#11', '-30644#1', '-10438', 'l', 'o']]]",14.585000000000001,1.2037753112603702,177.00749999999999,75.181599768493896,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.secondary', 'highway.secondary', 'highway.primary', 'highway.primary', 'highway.primary']",8.5,8,[],14.700833333333334,0.88973271579478019,11.738333333333332,4.6223511934464216,,-1,12
-10518,traffic_light,7231.96,5506.98,,False,"[[['-31272#0', '--30950', '-10518', 'l', 'o']], [['-31272#0', '--30950', '-10518', 'l', 'o']], [['-31272#0', '--30950', '-10518', 'l', 'o']], [['-30950', '-31272#1', '-10518', 'l', 'o']], [['-30950', '-31272#1', '-10518', 'l', 'o']], [['--31272#1', '--31272#0', '-10518', 's', 'o']], [['--31272#1', '--31272#0', '-10518', 's', 'o']], [['--31272#1', '--31272#0', '-10518', 's', 'o']]]",13.890000000000001,0.0,227.51249999999999,234.83640985535013,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.tertiary', 'highway.tertiary', 'highway.primary', 'highway.primary', 'highway.primary']",8.25,8,[],13.890000000000002,1.7763568394002505e-15,17.06909090909091,4.1798030717975534,,-1,11
-10588,traffic_light,5583.55,7187.59,,False,"[[['--30566#0', '--31844#0', '-10588', 'l', 'o']], [['-31844#0', '-32160#0', '-10588', 'l', 'o']], [['--32160#0', '-31844#1', '-10588', 'l', 'o']], [['--31844#1', '-30566#0', '-10588', 'l', 'o']], [['-32840', '-30566#0', '-10588', 'l', 'o']]]",13.890000000000001,0.0,198.64400000000001,132.34291391683954,"['highway.residential', 'highway.residential', 'highway.residential', 'highway.residential', 'highway.residential']",4.0,5,[],13.890000000000001,0.0,8.2518750000000001,2.8646077801987135,,-1,16
-10780,traffic_light,8308.16,5858.99,,False,"[[['--32432#10', '-32420', '-10780', 'l', 'o']], [['--32432#10', '-32420', '-10780', 'l', 'o']], [['--32420', '--32432#9', '-10780', 'l', 'o']], [['-32432#9', '-32432#10', '-10780', 's', 'o']], [['-32432#9', '-32432#10', '-10780', 's', 'o']]]",13.890000000000001,0.0,130.41999999999999,95.197101216371081,"['highway.secondary', 'highway.secondary', 'highway.residential', 'highway.secondary', 'highway.secondary']",6.4000000000000004,5,[],13.890000000000001,0.0,13.39625,3.8841438487136388,,-1,8
-10820,traffic_light,5966.16,7368.21,,False,"[[['-30256#1', '--32274', '-10820', 'l', 'o']], [['-30256#1', '--32274', '-10820', 'l', 'o']], [['-30256#1', '--32274', '-10820', 'l', 'o']], [['-32274', '-30256#2', '-10820', 'l', 'o']], [['--30256#2', '--30256#1', '-10820', 's', 'o']], [['--30256#2', '--30256#1', '-10820', 's', 'o']], [['--30256#2', '--30256#1', '-10820', 's', 'o']]]",13.890000000000001,0.0,212.59714285714284,125.97996322706989,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.residential', 'highway.primary', 'highway.primary', 'highway.primary']",8.2857142857142865,7,[],13.890000000000002,1.7763568394002505e-15,10.450000000000001,3.8034505864591384,,-1,11
-1086,traffic_light,6526.10,6155.00,,False,"[[['--30892#12', '--30418#6', '-1086', 'l', 'o']], [['--30892#12', '--30418#6', '-1086', 'l', 'o']], [['--30892#12', '--30418#6', '-1086', 'l', 'o']], [['-30418#6', '--30892#11', '-1086', 'l', 'o']], [['-30892#11', '-30892#12', '-1086', 's', 'o']], [['-30892#11', '-30892#12', '-1086', 's', 'o']], [['-30892#11', '-30892#12', '-1086', 's', 'o']]]",13.890000000000001,0.0,115.30857142857144,81.859841092402988,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.residential', 'highway.primary', 'highway.primary', 'highway.primary']",8.2857142857142865,7,[],13.890000000000002,1.7763568394002505e-15,10.053636363636365,4.133625467326743,,-1,11
