,junction_id,junction_type,x,y,z,isRoundabout,connections,avg_lane_speed,lane_speeds_std_deviation,avg_lane_length,lane_length_standard_deviation,edge_types,edge_prioities,number_of_lanes,intl_connections,intl_avg_lane_speed,intl_lane_speeds_std_deviation,intl_avg_lane_length,intl_lane_length_standard_deviation,intl_edge_types,intl_edge_prioities,intl_number_of_lanes,clusters_maxabs_3dimensions,clusters_robust_3dimensions,clusters_combined_3dimensions,clusters_combined_robust_3dimensions
436,270433390,traffic_light,14144.95,27218.77,,False,"[[['-158800696#0', '158800696#0', '270433390', 't', 'o']], [['-158800696#0', '158800696#0', '270433390', 't', 'o']], [['156639881#15', '-156639881#15', '270433390', 't', 'o']], [['156639881#15', '-156639881#15', '270433390', 't', 'o']], [['-154769194#0', '154769194#0', '270433390', 't', 'o']], [['-154769194#0', '154769194#0', '270433390', 't', 'o']]]",13.89,0.0,110.746666667,47.8610170761,"['highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary']",7.0,6,,0,0,0,0,,0,0,3,1,1,0
437,270926049,traffic_light,22958.53,7523.11,,False,"[[['277609445#11', '-277609445#16', '270926049', 't', 'o']], [['-178424459#3', '178424459#0', '270926049', 't', 'o']], [['-178424460#1', '178424460#0', '270926049', 't', 'o']], [['132622424#1', '-132622424#1', '270926049', 't', 'o']]]",12.5,2.40755062252,146.7625,6.77354181725,"['highway.secondary', 'highway.residential', 'highway.secondary', 'highway.residential']",5.5,4,,0,0,0,0,,0,0,2,7,7,0
438,270926108,traffic_light,22962.94,6949.56,,False,"[[['-178424457#2', '178424457#0', '270926108', 't', 'o']], [['24495996#3', '-24495996#5', '270926108', 't', 'o']], [['178424459#9', '-178424459#15', '270926108', 't', 'o']]]",13.89,0.0,233.333333333,81.0097666266,"['highway.residential', 'highway.residential', 'highway.residential']",4.0,3,,0,0,0,0,,0,0,0,1,0,0
439,271026038,traffic_light,13995.27,30921.28,,False,"[[['-24940359#1', '24940359#0', 'GS_271026038', 't', 'o']], [['-24940120#6', '24940120#4', 'GS_271026038', 't', 'o']], [['-24940120#6', '24940120#4', 'GS_271026038', 't', 'o']], [['13767082#5', '24940118', '112113814', 's', 'o'], ['24940118', '-24940120#3', 'GS_271026038', 't', 'o']], [['13767082#5', '24940118', '112113814', 's', 'o'], ['24940118', '-24940120#3', 'GS_271026038', 't', 'o']]]",13.89,0.0,235.532,132.878190445,"['highway.residential', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary']",6.4,5,,0,0,0,0,,0,0,2,1,11,0
440,27102929,traffic_light,10689.55,16361.41,,False,"[[['331512936#0', '-331512936#6', '27102929', 't', 'o']], [['5062383#6', '-5062383#6', '27102929', 't', 'o']], [['331512936#7', '-331512936#11', '27102931', 't', 'o'], ['-331512936#11', '331512936#7', '27102929', 't', 'o']]]",12.0366666667,2.6210091356,158.636666667,37.5233103846,"['highway.secondary', 'highway.residential', 'highway.secondary']",6.0,3,,0,0,0,0,,0,0,2,0,12,0
441,27102931,traffic_light,10531.88,16464.69,,False,"[[['5062383#6', '331512936#7', '27102929', 'l', 'o'], ['331512936#7', '-331512936#11', '27102931', 't', 'o']], [['-5062349#1', '5062349#0', '27102931', 't', 'o']], [['-27460489#1', '27460489#0', '27102931', 't', 'o']], [['-27460489#1', '27460489#0', '27102931', 't', 'o']]]",12.5,2.40755062252,119.2725,79.0904047199,"['highway.secondary', 'highway.residential', 'highway.secondary', 'highway.secondary']",6.25,4,,0,0,0,0,,0,0,2,0,12,0
442,271358878,traffic_light,16786.21,16146.48,,False,"[[['-28817512#0', '28817512#0', '271358878', 't', 'o']], [['146236125#0', '146235959#1', '277433131', 'l', 'o'], ['146235959#1', '-146235959#2', '271358878', 't', 'o']]]",11.11,2.78,54.05,33.78,"['highway.unclassified', 'highway.unclassified']",5.0,2,,0,0,0,0,,0,0,1,0,1,0
443,271359738,traffic_light,21549.1,9982.15,,False,"[[['-132618492#2', '132618492#0', '271359738', 't', 'o']], [['220481184#0', '-220481184#1', '271359738', 't', 'o']], [['220481184#0', '-220481184#1', '271359738', 't', 'o']], [['-220481184#2', '220481184#2', '271359738', 't', 'o']], [['-220481184#2', '220481184#2', '271359738', 't', 'o']]]",16.114,1.112,363.44,225.867997025,"['highway.residential', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary']",8.0,5,,0,0,0,0,,0,0,6,5,1,0
444,272703572,traffic_light,15417.65,30351.87,,False,"[[['146864983#0', '-146864983#1', '272703572', 't', 'o']], [['85274342#0', '-85274342#1', '35676426', 't', 'o'], ['-85274342#1', '85274342#0', '272703572', 't', 'o']], [['-146864984#0', '146864984#0', '272703572', 't', 'o']], [['232895813#1', '-232895813#3', '272703572', 't', 'o']], [['232895813#1', '-232895813#3', '272703572', 't', 'o']]]",13.89,0.0,218.138,67.545455628,"['highway.residential', 'highway.primary', 'highway.tertiary', 'highway.primary', 'highway.primary']",7.4,5,,0,0,0,0,,0,0,12,1,5,0
445,273116612,traffic_light,13882.22,10324.63,,False,"[[['150222604#7', '-150222604#8', 'GS_273116612', 't', 'o']], [['31721330#0', '-150222604#10', 'GS_354915999', 's', 'o'], ['-150222604#10', '150222604#9', 'GS_273116612', 't', 'o']]]",13.89,0.0,89.63,47.48,"['highway.tertiary', 'highway.tertiary']",6.0,2,,0,0,0,0,,0,0,7,2,10,0
446,273762698,traffic_light,21815.18,8069.28,,False,"[[['-132618525#2', '132618525#0', '273762698', 't', 'o']], [['-178424458#3', '178424458#0', '273762698', 't', 'o']], [['132618568#4', '-132618568#5', '273762698', 't', 'o']], [['363529108#1', '363529108#4', '1458613401', 's', 'o'], ['363529108#4', '-363529108#5', '273762698', 't', 'o']]]",12.5,2.40755062252,188.2175,77.9873503765,"['highway.residential', 'highway.residential', 'highway.residential', 'highway.unclassified']",4.25,4,,0,0,0,0,,0,0,0,7,3,0
447,273916107,traffic_light,12909.8,21270.85,,False,"[[['-25557276#1', '25557276#0', '273916107', 't', 'o']], [['-25137665#3', '25137665#0', '273916107', 't', 'o']], [['346664886#0', '-346664886#1', '273916107', 't', 'o']]]",13.89,0.0,412.756666667,97.0466665522,"['highway.residential', 'highway.residential', 'highway.tertiary']",4.66666666667,3,,0,0,0,0,,0,0,9,1,2,0
448,273948819,traffic_light,4193.91,29960.47,,False,"[[['-45892510', '45892510', '273948819', 't', 'o']], [['-45892510', '45892510', '273948819', 't', 'o']], [['327438959#2', '-327438959#2', '273948819', 't', 'o']], [['327438959#2', '-327438959#2', '273948819', 't', 'o']]]",16.665,2.775,112.055,84.845,"['highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary']",7.0,4,,0,0,0,0,,0,0,3,3,0,0
449,275210312,traffic_light,21063.61,7760.26,,False,"[[['25253481#0', '-182284984#0', '275210312', 'l', 'o']], [['182284984#0', '-182284984#0', '275210312', 't', 'o']], [['182284984#0', '-182284984#0', '275210312', 't', 'o']], [['-132643024#0', '132643024#0', '275210312', 't', 'o']], [['-182284984#1', '182284984#1', '275210312', 't', 'o']], [['-182284984#1', '182284984#1', '275210312', 't', 'o']]]",13.89,0.0,105.895,55.7816065115,"['highway.residential', 'highway.secondary', 'highway.secondary', 'highway.residential', 'highway.secondary', 'highway.secondary']",6.0,6,,0,0,0,0,,0,0,2,1,22,0
450,275518214,traffic_light,6596.04,6035.36,,False,"[[['-141193178', '141193178', '275518214', 't', 'o']], [['-23694274#1', '23694274#0', '275518214', 't', 'o']], [['-23694274#1', '23694274#0', '275518214', 't', 'o']], [['205658254', '23688796#0', '275518214', 'l', 'o']], [['205658258', '-205658258', '275518214', 't', 'o']], [['205658258', '-205658258', '275518214', 't', 'o']]]",13.89,0.0,167.248333333,133.855928323,"['highway.residential', 'highway.secondary', 'highway.secondary', 'highway.tertiary', 'highway.secondary', 'highway.secondary']",6.33333333333,6,,0,0,0,0,,0,0,11,1,11,0
451,275555615,traffic_light,21374.37,9751.33,,False,"[[['132618552#0', '-132618552#6', 'GS_275555615', 't', 'o']], [['182284991#3', '-182284991#8', '267850246', 't', 'o'], ['-182284991#8', '182284991#3', 'GS_275555615', 't', 'o']], [['132618681#8', '25298808#0', '287597242', 'r', 'o'], ['25298808#0', '-25298808#19', 'GS_275555615', 't', 'o']], [['132618509', '-182284991#2', 'GS_275555615', 't', 'o']]]",13.89,0.0,451.7525,166.208008889,"['highway.residential', 'highway.unclassified', 'highway.residential', 'highway.unclassified']",4.5,4,,0,0,0,0,,0,0,0,5,11,0
452,275669130,traffic_light,4147.82,12536.27,,True,"[[['26269881#4', '26269881#1', 'GS_275669130', 's', 'o']], [['132132617#3', '26269881#1', 'GS_275669130', 'r', 'o']]]",13.89,0.0,25.84,14.17,"['highway.tertiary', 'highway.residential']",5.0,2,,0,0,0,0,,0,0,9,2,3,0
453,276371669,traffic_light,13794.36,20461.83,,False,"[[['25359442#0', '25384638', 'GS_276371669', 's', 'o']], [['27589220#1', '25384638', 'GS_276371669', 's', 'o']], [['27589220#1', '25384638', 'GS_276371669', 's', 'o']]]",13.89,0.0,38.99,4.86489465456,"['highway.tertiary', 'highway.tertiary', 'highway.tertiary']",6.0,3,,0,0,0,0,,0,0,7,2,10,0
454,2769741868,traffic_light,9506.35,1560.44,,False,"[[['238573754', '-238573754', '2769741868', 't', 'o']], [['-98613785', '-56131630#8', '2769741868', 's', 'o']], [['56131630#5', '-56131630#8', '2769741868', 't', 'o']]]",13.89,0.0,50.9433333333,45.0490564706,"['highway.residential', 'highway.residential', 'highway.residential']",4.0,3,,0,0,0,0,,0,0,0,2,10,0
455,277307412,traffic_light,14307.01,11913.3,,True,"[[['154513864#0', '26730464#5', 'GS_277307412', 'r', 'o']], [['26730464#3', '26730464#5', 'GS_277307412', 's', 'o']]]",11.11,2.78,64.245,51.985,"['highway.residential', 'highway.residential']",4.0,2,,0,0,0,0,,0,0,0,0,10,0
456,277433131,traffic_light,16769.03,16135.75,,False,"[[['146235959#1', '-146235959#2', '271358878', 't', 'o'], ['-146235959#2', '146235959#1', '277433131', 't', 'o']], [['37744223#0', '146235959#0', '73538068', 'r', 'o'], ['146235959#0', '-146235959#0', '277433131', 't', 'o']], [['146236125#0', '146235959#1', '277433131', 'l', 'o']]]",13.89,0.0,73.1,59.9621252681,"['highway.unclassified', 'highway.unclassified', 'highway.residential']",4.66666666667,3,,0,0,0,0,,0,0,0,2,3,0
457,277538720,traffic_light,3880.56,28197.9,,False,"[[['-38319818#9', '38319818#7', 'GS_277538720', 't', 'o']], [['25469612#0', '-38319818#6', 'GS_277538720', 'l', 'o']], [['38319818#5', '-38319818#6', 'GS_277538720', 't', 'o']]]",8.33,0.0,159.273333333,118.629592804,"['highway.residential', 'highway.residential', 'highway.residential']",4.0,3,,0,0,0,0,,0,0,0,8,3,0
458,277640386,traffic_light,8161.34,2209.01,,False,"[[['-151249568#2', '151249568#0', 'GS_277640386', 't', 'o']], [['151249567#0', '-30636947#1', 'GS_277640386', 't', 'o']], [['-151247593#1', '151247593#0', 'GS_277640386', 't', 'o']]]",13.89,0.0,360.816666667,160.207903328,"['highway.residential', 'highway.residential', 'highway.residential']",4.0,3,,0,0,0,0,,0,0,0,1,10,0
459,277694457,traffic_light,14836.08,18961.67,,False,"[[['134074460#0', '134572125', 'GS_277694457', 's', 'o']], [['155602774#0', '134074465#0', 'GS_cluster_279023253_330969642', 'r', 'o'], ['134074465#0', '134572125', 'GS_277694457', 's', 'o']], [['155602774#0', '134074465#0', 'GS_cluster_279023253_330969642', 'r', 'o'], ['134074465#0', '134572125', 'GS_277694457', 's', 'o']]]",13.89,0.0,43.2566666667,4.53491149001,"['highway.tertiary_link', 'highway.trunk', 'highway.trunk']",9.0,3,,0,0,0,0,,0,0,1,2,3,0
460,277845413,traffic_light,20791.96,17685.42,,False,"[[['209985250#0', '-209985250#1', '29385005', 't', 'o'], ['-209985250#1', '209985250#0', '277845413', 't', 'o']], [['209985250#0', '-209985250#1', '29385005', 't', 'o'], ['-209985250#1', '209985250#0', '277845413', 't', 'o']], [['-25499761#1', '25499761#0', '277845413', 't', 'o']], [['209985251#1', '-209985251#2', '277845413', 't', 'o']]]",13.89,0.0,264.0025,125.695955857,"['highway.primary', 'highway.primary', 'highway.residential', 'highway.primary']",7.75,4,,0,0,0,0,,0,0,6,1,3,0
461,277942083,traffic_light,3279.46,21189.85,,False,"[[['23447618#4', '-23447645#0', '277942083', 't', 'o']], [['23447618#4', '-23447645#0', '277942083', 't', 'o']], [['-25507495#3', '25507495#0', '277942083', 't', 'o']], [['31978869#4', '-23447645#3', '250624814', 'r', 'o'], ['-23447645#3', '23447645#1', '277942083', 't', 'o']], [['31978869#4', '-23447645#3', '250624814', 'r', 'o'], ['-23447645#3', '23447645#1', '277942083', 't', 'o']]]",13.89,0.0,104.254,61.1886694086,"['highway.secondary', 'highway.secondary', 'highway.residential', 'highway.secondary', 'highway.secondary']",6.4,5,,0,0,0,0,,0,0,2,1,0,0
462,278082343,traffic_light,14047.34,22192.69,,False,"[[['219591813#0', '-219591813#2', 'GS_278082343', 't', 'o']], [['219591813#0', '-219591813#2', 'GS_278082343', 't', 'o']], [['219591813#0', '-219591813#2', 'GS_278082343', 't', 'o']], [['25518373#0', '-219591813#5', 'GS_278082344', 'l', 'o'], ['-219591813#5', '219591813#3', 'GS_278082343', 't', 'o']], [['25518373#0', '-219591813#5', 'GS_278082344', 'l', 'o'], ['-219591813#5', '219591813#3', 'GS_278082343', 't', 'o']], [['25518373#0', '-219591813#5', 'GS_278082344', 'l', 'o'], ['-219591813#5', '219591813#3', 'GS_278082343', 't', 'o']]]",13.89,0.0,98.585,64.855,"['highway.tertiary', 'highway.tertiary', 'highway.tertiary', 'highway.tertiary', 'highway.tertiary', 'highway.tertiary']",6.0,6,,0,0,0,0,,0,0,7,1,17,0
463,278082344,traffic_light,14046.72,22158.97,,False,"[[['219591813#0', '219591813#3', 'GS_278082343', 's', 'o'], ['219591813#3', '-219591813#5', 'GS_278082344', 't', 'o']], [['219591813#0', '219591813#3', 'GS_278082343', 's', 'o'], ['219591813#3', '-219591813#5', 'GS_278082344', 't', 'o']], [['219591813#0', '219591813#3', 'GS_278082343', 's', 'o'], ['219591813#3', '-219591813#5', 'GS_278082344', 't', 'o']], [['-219591813#7', '219591813#6', 'GS_278082344', 't', 'o']], [['-219591813#7', '219591813#6', 'GS_278082344', 't', 'o']], [['-219591813#7', '219591813#6', 'GS_278082344', 't', 'o']], [['219591813#0', '25518373#0', 'GS_278082343', 'r', 'o'], ['25518373#0', '-219591813#5', 'GS_278082344', 'l', 'o']], [['219591813#0', '25518373#0', 'GS_278082343', 'r', 'o'], ['25518373#0', '-219591813#5', 'GS_278082344', 'l', 'o']], [['219591813#0', '25518373#0', 'GS_278082343', 'r', 'o'], ['25518373#0', '-219591813#5', 'GS_278082344', 'l', 'o']], [['219591813#0', '25518373#0', 'GS_278082343', 'r', 'o'], ['25518373#0', '-219591813#5', 'GS_278082344', 'l', 'o']]]",13.89,0.0,122.965,72.1114199347,"['highway.tertiary', 'highway.tertiary', 'highway.tertiary', 'highway.tertiary', 'highway.tertiary', 'highway.tertiary', 'highway.unclassified', 'highway.unclassified', 'highway.unclassified', 'highway.unclassified']",5.6,10,,0,0,0,0,,0,0,7,1,5,0
464,278852584,traffic_light,22352.76,14614.74,,False,"[[['310367478#5', '-310367478#5', '278852584', 't', 'o']], [['-145733661#0', '145733661#0', '278852584', 't', 'o']], [['-310367478#7', '310367478#6', '278852584', 't', 'o']]]",13.89,0.0,93.3266666667,80.5910769806,"['highway.primary', 'highway.residential', 'highway.primary']",7.33333333333,3,,0,0,0,0,,0,0,6,1,5,0
465,278887489,traffic_light,14772.53,5329.62,,False,"[[['50021782', '-50021784#2', 'GS_278887489', 't', 'o']], [['60739163#0', '25585113#0', 'GS_278887489', 's', 'o']]]",13.89,0.0,74.33,22.86,"['highway.unclassified', 'highway.residential']",4.5,2,,0,0,0,0,,0,0,0,2,3,0
466,279166996,traffic_light,14937.88,17949.04,,False,"[[['133306993#7', '49436914', 'GS_279166996', 's', 'o']], [['133306993#7', '49436914', 'GS_279166996', 's', 'o']]]",13.89,0.0,66.27,0.0,"['highway.secondary', 'highway.secondary']",7.0,2,,0,0,0,0,,0,0,3,2,8,0
467,279166999,traffic_light,14916.53,17914.03,,False,"[[['25613229#0', '186623964#4', 'GS_279166999', 'l', 'o']], [['25613229#0', '186623964#4', 'GS_279166999', 'l', 'o']], [['186623964#0', '186623964#4', 'GS_279166999', 's', 'o']], [['186623964#0', '186623964#4', 'GS_279166999', 's', 'o']]]",13.89,0.0,42.655,0.595,"['highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary']",7.0,4,,0,0,0,0,,0,0,3,2,12,0
468,280120513,traffic_light,14184.47,17335.59,,False,"[[['297047310#4', '-297047307', '280120513', 't', 'o']], [['-23648008#0', '23648008#0', '280120513', 't', 'o']], [['-28675493', '28675493', '280120513', 't', 'o']], [['-28675493', '28675493', '280120513', 't', 'o']]]",13.89,0.0,91.835,14.4578240064,"['highway.tertiary', 'highway.tertiary', 'highway.tertiary', 'highway.tertiary']",6.0,4,,0,0,0,0,,0,0,7,2,1,0
469,280533665,traffic_light,29722.63,9079.07,,False,"[[['49224482#1', '49224480#0', 'GS_28198596', 's', 'o'], ['49224480#0', '-49224480#2', 'GS_280533665', 't', 'o']], [['49224482#1', '49224480#0', 'GS_28198596', 's', 'o'], ['49224480#0', '-49224480#2', 'GS_280533665', 't', 'o']], [['-25727331#1', '25727331#0', 'GS_280533665', 't', 'o']], [['-273583585', '49224480#3', 'GS_280533665', 't', 'o']], [['-273583585', '49224480#3', 'GS_280533665', 't', 'o']]]",13.89,0.0,112.184,64.2320196164,"['highway.secondary', 'highway.secondary', 'highway.residential', 'highway.secondary', 'highway.secondary']",6.4,5,,0,0,0,0,,0,0,2,1,3,0
470,280732208,traffic_light,30212.83,10380.6,,False,"[[['49219192#1', '-49219192#2', '280732208', 't', 'o']], [['49219192#1', '-49219192#2', '280732208', 't', 'o']], [['-32851616#5', '32851616#0', '280732208', 't', 'o']], [['-32851616#5', '32851616#0', '280732208', 't', 'o']], [['49219195', '-49219195', '280732208', 't', 'o']]]",13.89,0.0,191.588,68.7723015174,"['highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.tertiary']",6.8,5,,0,0,0,0,,0,0,4,1,3,0
471,280843759,traffic_light,23266.92,18717.71,,False,"[[['-24999539#10', '24999539#10', '280843759', 't', 'o']], [['-24999539#10', '24999539#10', '280843759', 't', 'o']], [['-25751785#0', '25751785#0', '280843759', 't', 'o']], [['24999539#9', '-24999539#9', '280843759', 't', 'o']], [['24999539#9', '-24999539#9', '280843759', 't', 'o']]]",13.89,0.0,119.428,81.2397302802,"['highway.secondary', 'highway.secondary', 'highway.residential', 'highway.secondary', 'highway.secondary']",6.4,5,,0,0,0,0,,0,0,2,1,1,0
472,28095030,traffic_light,24503.22,11468.21,,False,"[[['-49166264#1', '49166264#0', 'GS_28095030', 't', 'o']], [['-49166264#1', '49166264#0', 'GS_28095030', 't', 'o']], [['310361304#0', '-247099406#3', 'GS_28095030', 'L', 'o']], [['247099406#0', '49166264#0', 'GS_28095030', 's', 'o']]]",16.67,0.0,26.085,3.18503139702,"['highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary']",7.0,4,,0,0,0,0,,0,0,3,3,1,0
473,28095112,traffic_light,24407.98,11300.86,,False,"[[['57701194#0', '310361286', 'GS_28095112', 's', 'o']], [['28328264#0', '310361286', 'GS_28095112', 's', 'o']]]",16.67,0.0,43.695,5.915,"['highway.motorway_link', 'highway.motorway_link']",12.0,2,,0,0,0,0,,0,0,1,3,3,0
474,281897705,traffic_light,6085.19,31834.92,,False,"[[['-43543427', '43543427', '281897705', 't', 'o']], [['-25845102#0', '25845102#0', '281897705', 't', 'o']], [['200738037', '-200738037', '281897705', 't', 'o']]]",12.0366666667,2.6210091356,43.1533333333,12.9642028508,"['highway.tertiary', 'highway.unclassified', 'highway.tertiary']",5.66666666667,3,,0,0,0,0,,0,0,7,9,3,0
475,281902581,traffic_light,5164.59,31735.48,,False,"[[['26218049#2', '-26218049#17', 'GS_281902581', 't', 'o']], [['25845157#0', '-26218049#17', 'GS_281902581', 'l', 'o']]]",8.33,0.0,206.985,20.455,"['highway.residential', 'highway.residential']",4.0,2,,0,0,0,0,,0,0,0,8,3,0
476,281905857,traffic_light,4272.02,31320.04,,False,"[[['212899397#0', '25845431#0', '281905857', 'l', 'o']], [['147214800', '-147214800', '281905857', 't', 'o']], [['26438773#3', '-26438773#3', '281905857', 't', 'o']], [['-147214793#0', '147214793#0', '281905857', 't', 'o']]]",13.89,0.0,55.9575,42.6265928588,"['highway.unclassified', 'highway.tertiary', 'highway.unclassified', 'highway.tertiary']",5.5,4,,0,0,0,0,,0,0,7,1,5,0
477,28198481,traffic_light,29244.64,12823.33,,False,"[[['-27080239#0', '27080239#0', '28198481', 't', 'o']], [['-8107588#0', '8107588#0', '28198481', 't', 'o']], [['-8107588#0', '8107588#0', '28198481', 't', 'o']], [['-8107594#0', '8107594#0', '28198481', 't', 'o']], [['-8107594#0', '8107594#0', '28198481', 't', 'o']], [['246225825#4', '-48329820#4', '28198481', 't', 'o']], [['246225825#4', '-48329820#4', '28198481', 't', 'o']]]",13.89,0.0,1062.89,1537.64577001,"['highway.residential', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary']",6.57142857143,7,,0,0,0,0,,0,0,2,6,11,0
478,28198542,traffic_light,29733.54,9215.36,,False,"[[['150960166#0', '-150960166#1', '28198542', 't', 'o']], [['150960166#0', '-150960166#1', '28198542', 't', 'o']], [['-49224482#0', '49224482#0', '28198542', 't', 'o']], [['-49224482#0', '49224482#0', '28198542', 't', 'o']], [['328430636#5', '-328430636#6', '28198542', 't', 'o']], [['328430636#5', '-328430636#6', '28198542', 't', 'o']]]",13.89,0.0,52.8166666667,31.075522343,"['highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary']",7.0,6,,0,0,0,0,,0,0,3,2,7,0
479,28198577,traffic_light,26587.77,10289.5,,False,"[[['32055808#0', '-229350563', '28198577', 't', 'o']], [['32055808#0', '-229350563', '28198577', 't', 'o']], [['221192606#10', '-221192606#10', '28198577', 't', 'o']], [['221192606#10', '-221192606#10', '28198577', 't', 'o']], [['59398006#2', '-59398009#2', '28198577', 't', 'o']], [['59398006#2', '-59398009#2', '28198577', 't', 'o']]]",17.59,2.61629509039,928.446666667,754.777329386,"['highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary']",7.0,6,,0,0,0,0,,0,0,3,6,0,0
480,28198580,traffic_light,27262.36,9945.16,,False,"[[['-27694933#0', '27694933#0', '28198580', 't', 'o']], [['221192606#8', '-221192606#8', '28198580', 't', 'o']], [['221192606#8', '-221192606#8', '28198580', 't', 'o']], [['-221192606#9', '221192606#9', '28198580', 't', 'o']], [['-221192606#9', '221192606#9', '28198580', 't', 'o']]]",17.218,4.444,341.258,183.998802757,"['highway.residential', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary']",6.4,5,,0,0,0,0,,0,0,2,5,0,0
481,28198596,traffic_light,29731.77,9120.43,,False,"[[['49224482#1', '-49224482#3', 'GS_28198596', 't', 'o']], [['49224482#1', '-49224482#3', 'GS_28198596', 't', 'o']], [['-318331708#7', '27035044#0', 'GS_28198596', 't', 'o']], [['49224480#0', '-49224480#2', 'GS_280533665', 't', 'o'], ['-49224480#2', '49224480#0', 'GS_28198596', 't', 'o']], [['49224480#0', '-49224480#2', 'GS_280533665', 't', 'o'], ['-49224480#2', '49224480#0', 'GS_28198596', 't', 'o']]]",13.89,0.0,136.87,144.363901721,"['highway.secondary', 'highway.secondary', 'highway.residential', 'highway.secondary', 'highway.secondary']",6.4,5,,0,0,0,0,,0,0,2,1,12,0
482,285914589,traffic_light,4425.38,33209.56,,False,"[[['106799254', '-78325509#2', '2024714943', 't', 'o'], ['-78325509#2', '106799254', '285914589', 't', 'o']], [['106799254', '-78325509#2', '2024714943', 't', 'o'], ['-78325509#2', '106799254', '285914589', 't', 'o']], [['43839822#3', '-43839822#4', '285914589', 't', 'o']], [['106799255#1', '-106799255#2', '285914589', 't', 'o']], [['106799255#1', '-106799255#2', '285914589', 't', 'o']]]",18.33,2.22,138.946,133.884264587,"['highway.secondary', 'highway.secondary', 'highway.tertiary', 'highway.secondary', 'highway.secondary']",6.8,5,,0,0,0,0,,0,0,4,5,1,0
483,286525444,traffic_light,12764.18,14344.98,,False,"[[['31691107', '185767958#1', 'GS_286525444', 's', 'o']], [['31691107', '185767958#1', 'GS_286525444', 's', 'o']], [['26166107#0', '185767958#1', 'GS_286525444', 's', 'o']]]",13.89,0.0,24.76,5.52957502888,"['highway.primary', 'highway.primary', 'highway.primary_link']",8.66666666667,3,,0,0,0,0,,0,0,5,2,12,0
484,286574820,traffic_light,7919.16,5009.22,,False,"[[['-49143193#4', '49143193#4', '286574820', 't', 'o']], [['-49143193#4', '49143193#4', '286574820', 't', 'o']], [['-26170197#5', '26170197#0', '286574820', 't', 'o']], [['133146437', '-49143193#3', '286574820', 't', 'o']], [['133146437', '-49143193#3', '286574820', 't', 'o']]]",18.33,2.22,1313.462,472.279005013,"['highway.primary', 'highway.primary', 'highway.tertiary', 'highway.primary', 'highway.primary']",8.4,5,,0,0,0,0,,0,0,10,5,11,0
485,286618662,traffic_light,13208.25,33208.55,,False,"[[['-41601393#0', '26173556#0', '286618662', 't', 'o']], [['41601391#0', '-41601391#1', '30755869', 't', 'o'], ['-41601391#1', '41601391#0', '286618662', 't', 'o']], [['41601391#0', '-41601391#1', '30755869', 't', 'o'], ['-41601391#1', '41601391#0', '286618662', 't', 'o']], [['147947654', '-147947654', '286618662', 't', 'o']], [['147947654', '-147947654', '286618662', 't', 'o']]]",13.89,0.0,147.23,105.081578214,"['highway.residential', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary']",8.0,5,,0,0,0,0,,0,0,6,1,3,0
486,286618672,traffic_light,14123.36,32961.27,,True,"[[['26173559#1', '26173560#1', 'GS_286618672', 'r', 'o']], [['26173560#3', '26173560#1', 'GS_286618672', 's', 'o']]]",8.33,0.0,39.095,26.505,"['highway.residential', 'highway.residential']",4.0,2,,0,0,0,0,,0,0,0,8,11,0
487,286763751,traffic_light,5679.31,32297.89,,False,"[[['319634250#0', '-319634250#2', 'GS_286763751', 't', 'o']], [['26188128#0', '-26188128#1', 'GS_286763751', 't', 'o']], [['-26188128#5', '26188128#2', 'GS_286763751', 't', 'o']]]",8.33,0.0,70.2566666667,35.1852548031,"['highway.residential', 'highway.residential', 'highway.residential']",4.0,3,,0,0,0,0,,0,0,0,8,11,0
488,286801827,traffic_light,19843.54,17637.8,,False,"[[['25638852#8', '-25638852#9', '286801827', 't', 'o']], [['26750073', '-26750073', '286801827', 't', 'o']], [['-26657759#0', '26657759#0', '286801827', 't', 'o']], [['-26657746#4', '26657746#0', '286801827', 't', 'o']]]",13.89,0.0,169.2025,109.902304884,"['highway.residential', 'highway.unclassified', 'highway.unclassified', 'highway.unclassified']",4.75,4,,0,0,0,0,,0,0,0,0,11,0
